ID,postTime,nLike,prediction,probability
1991915636,20191119-011916,29,cab, 6.3551269471645355
1991915636,20191119-011916,34,cab, 6.3551269471645355
2136400446,20191119-014719,8,envelope, 89.1629695892334
2208847365,20191118-164441,326,groom, 99.62652325630188
222301553,20191119-004103,278,coil, 27.737247943878174
2245776030,20191119-072304,2,church, 40.47214388847351
2309527481,20181128-135656,14,pot, 35.272204875946045
24116830591,20191112-152754,3,envelope, 37.547922134399414
24833020681,20191119-005409,3,web_site, 22.29679673910141
25032322170,20191119-022757,2,sunglass, 5.525866150856018
282490247,20191119-045423,1,ashcan, 18.003545701503754
40911289,20191119-024018,37,crutch, 21.6926246881485
4571618505,20191119-063445,7,paper_towel, 73.98991584777832
4651066998,20191119-042848,4,paintbrush, 24.382811784744263
4821856092,20191114-121111,40,packet, 24.39979314804077
542330192,20191119-073106,2,jigsaw_puzzle, 43.73467564582825
5526489016,20191119-014032,13,bakery, 15.450659394264221
5536606102,20191118-121401,237,cliff, 29.404717683792114
5641437331,20191119-010246,12,groom, 86.3912284374237
6053940985,20191119-065748,4,pop_bottle, 49.42297637462616
6200506457,20191119-075459,3,bucket, 22.454865276813507
8914389113,20191119-064034,3,beer_glass, 34.65323746204376
9277473,20191119-074556,1,strawberry, 22.573401033878326
9459857463,20191119-021256,47,dining_table, 20.472918450832367
9909952418,20191119-003123,6,sunglasses, 46.45795822143555
11384442979,20191119-023900,3,coffee_mug, 35.832685232162476
1152274697,20191119-063443,119,wallet, 58.42010974884033
1152274697,20191119-063443,122,wallet, 58.42010974884033
11837806577,20191119-051618,12,ice_cream, 15.363140404224396
14762969705,20191119-003116,4,Chesapeake_Bay_retriever, 96.9588577747345
1567055770,20191118-183759,8,seat_belt, 21.271803975105286
1608517044,20191119-062456,5,breastplate, 10.381649434566498
16656361,20191119-042845,3,eggnog, 72.68848419189453
2000242328,20191119-005319,1,Pembroke, 78.23561429977417
2032774040,20191119-020805,2,stupa, 64.67710733413696
2115277632,20191118-164041,27,knee_pad, 35.605308413505554
21735140106,20191111-050738,35,perfume, 18.817080557346344
218446108,20191119-014013,13,radio, 46.091556549072266
2190053259,20191119-073508,44,chainlink_fence, 13.659337162971497
2208847365,20191118-164428,175,groom, 99.37552213668823
24116830591,20191112-151717,3,envelope, 30.806222558021545
24348702303,20191119-025757,1,desk, 36.441490054130554
24988547530,20191119-005341,29,seat_belt, 37.96010911464691
282490247,20191119-045413,1,soap_dispenser, 15.759004652500153
287719893,20191119-072256,27,bakery, 70.30579447746277
2957339406,20191119-073036,3,Christmas_stocking, 57.95290470123291
3005592544,20191119-033612,4,espresso, 88.344806432724
5536606102,20191118-121401,229,cliff, 29.404717683792114
5741258072,20191119-015953,89,sunscreen, 15.80328643321991
618731561,20191119-010214,7,cowboy_boot, 33.85161757469177
7519480665,20191119-074551,4,espresso, 95.9503173828125
8585444709,20191117-233248,202,Band_Aid, 16.37093275785446
8604937684,20191118-131744,149,wig, 61.94761395454407
8604937684,20191118-131744,170,wig, 61.94761395454407
8604937684,20191118-131744,175,wig, 61.94761395454407
8621588597,20191119-004038,3,Christmas_stocking, 62.44080066680908
9210928090,20191119-065703,8,cannon, 17.195919156074524
11615861955,20191118-154232,22,jean, 19.089636206626892
1233316703,20181220-123911,184,ice_cream, 61.928051710128784
12166450015,20191119-103948,1,swab, 65.30801653862
15291736340,20191119-093250,11,dining_table, 67.94562935829163
1547303302,20191119-094403,2,beer_glass, 55.44942617416382
15533022208,20191119-111212,11,crossword_puzzle, 44.85010802745819
1580908092,20191119-122138,6,rule, 78.89223098754883
18332712,20191119-132636,1,space_shuttle, 24.861280620098114
2027669629,20191119-102925,1,parking_meter, 19.35829669237137
2049534920,20191119-100646,1,cup, 34.3711793422699
2189156610,20191119-114605,1,cheeseburger, 26.881295442581177
2208847365,20191119-101749,2,gown, 91.23430848121643
2239194890,20191119-125351,4,beer_glass, 24.963563680648804
252466740,20191119-082647,2,packet, 49.371105432510376
30668328,20191119-091119,6,library, 11.56914085149765
3163374403,20191119-083615,2,menu, 66.53212904930115
367047105,20191119-123105,2,cup, 26.30295753479004
379498348,20191119-095504,1,mask, 41.14125370979309
4207305053,20191119-124220,1,fountain, 36.58588528633118
4289011640,20191119-113613,20,ashcan, 29.944059252738953
4326343550,20191119-130615,32,groom, 74.908447265625
448249399,20191119-131712,3,sombrero, 32.69020318984985
45181729,20191119-133937,3,coffee_mug, 58.797687292099
5398326110,20191119-140203,30,book_jacket, 40.823185443878174
5911130295,20191119-112453,1,water_bottle, 17.021986842155457
5968071695,20191119-120843,1,packet, 15.961934626102448
613761212,20191119-104938,2,bucket, 93.17388534545898
6723774213,20191119-115800,8,miniskirt, 87.53413558006287
6842247749,20191119-090022,1,mixing_bowl, 84.5650851726532
6900163498,20191119-092034,7,measuring_cup, 37.11874485015869
7729640990,20191119-110243,5,crib, 35.1910799741745
8154287337,20191119-084809,11,sombrero, 61.10273599624634
8933501641,20191119-134851,3,eggnog, 34.22780930995941
1078330668,20191119-091112,1,wallet, 74.36918020248413
145464747,20191119-134814,2,web_site, 88.04358839988708
17425071719,20191119-123102,1,soft-coated_wheaten_terrier, 64.31865096092224
18741074602,20191119-085929,4,seat_belt, 20.383481681346893
1900523973,20191119-082625,1,West_Highland_white_terrier, 21.123482286930084
1902819718,20191119-083600,2,bubble, 62.97796964645386
1953311850,20191119-104937,1,hair_slide, 9.470514208078384
2041571960,20191119-084804,7,barbershop, 18.78088414669037
2129945721,20191119-115736,8,trifle, 53.00890803337097
2208847365,20191119-101729,4,gown, 71.65181636810303
2290146357,20191119-113610,1,candle, 24.255067110061646
260998778,20191119-100645,5,lakeside, 38.59875798225403
26719320,20191119-133917,2,abaya, 10.562288016080856
2939173470,20191119-111206,14,Greater_Swiss_Mountain_dog, 35.55779755115509
30668328,20191119-093231,6,shoe_shop, 9.487481415271759
3207792855,20191119-110229,3,envelope, 80.98891973495483
3494311721,20191119-095454,5,wallet, 27.008724212646484
3979641827,20191119-094339,44,cup, 9.75380539894104
4314463747,20191119-140203,10,pill_bottle, 26.39402747154236
548555255,20191119-120828,3,packet, 20.535114407539368
5506148439,20191119-114550,1,Christmas_stocking, 75.09549260139465
570719107,20191119-122131,3,Christmas_stocking, 72.41418361663818
5716804,20191119-103939,4,eggnog, 30.71342408657074
5904808351,20191119-092024,5,patio, 15.284711122512817
6108893914,20191119-130544,3,cinema, 11.421696096658707
649073436,20191119-132626,3,wine_bottle, 54.02287244796753
657720564,20191119-112447,8,packet, 35.46168506145477
7721757324,20191119-125332,4,ice_lolly, 18.915098905563354
8363607785,20191119-131658,1,shower_curtain, 10.617893189191818
9188437064,20191119-124212,5,hair_spray, 17.893485724925995
9658038531,20191119-102915,8,pitcher, 16.528742015361786
10598739317,20191119-092022,2,sunglass, 31.430837512016296
1185596613,20191119-094315,1,wallet, 59.113478660583496
1200894728,20191119-130543,7,Christmas_stocking, 29.904314875602722
13132183683,20191119-095433,1,Christmas_stocking, 49.028730392456055
1415589330,20191119-110150,1,spider_web, 20.40930837392807
1555184892,20191119-113609,1,French_loaf, 28.693395853042603
1758556732,20191119-084755,2,bikini, 41.509443521499634
19209064152,20191119-114540,4,candle, 13.087718188762665
2093846394,20191119-101727,15,lotion, 41.611430048942566
21072135714,20191119-132619,2,spotlight, 4.181006550788879
21396942132,20191119-082617,1,street_sign, 37.217551469802856
240922436,20191119-112437,4,eggnog, 30.74266016483307
24271650046,20191119-133917,8,bagel, 31.426754593849182
24539100002,20191119-120826,1,bucket, 81.33561611175537
3115245116,20191119-104919,12,bucket, 39.8408979177475
3244720285,20191119-131623,4,measuring_cup, 20.158755779266357
3478187540,20191119-093108,1,thimble, 61.688828468322754
3622479911,20191119-102907,1,packet, 45.48825919628143
37343660,20191119-123101,7,swing, 27.68135964870453
4466742318,20191119-083544,1,carton, 27.92215645313263
4481469837,20191119-100641,1,ice_cream, 19.401593506336212
4942148078,20191119-111201,1,groom, 31.209173798561096
5304292,20191119-140114,1,prayer_rug, 16.363435983657837
5398326110,20191119-091102,58,Windsor_tie, 12.470952421426773
5595806447,20191119-085851,3,wig, 26.563096046447754
5855763039,20191119-125330,3,pill_bottle, 19.469664990901947
5875795795,20191119-115711,2,bow_tie, 15.219606459140778
6833857993,20191119-103923,3,cup, 52.55391001701355
7361316364,20191119-124211,1,kuvasz, 22.13575839996338
8747611698,20191119-134812,4,water_jug, 17.87569373846054
8964087843,20191119-122032,42,screwdriver, 21.40650600194931
10186189524,20191119-113547,2,eggnog, 88.21762800216675
11584056677,20191119-130543,1,restaurant, 13.878025114536285
13848175100,20191119-112428,3,sombrero, 92.47037172317505
1566279852,20191119-131619,3,lakeside, 44.78880763053894
16472956180,20191119-122027,1,bath_towel, 95.69846987724304
1684918691,20191119-091053,2,ice_cream, 38.25382590293884
20060359401,20191119-120737,1,water_bottle, 33.64580571651459
2018124954,20191119-082616,7,dial_telephone, 66.31543040275574
212773889,20191119-103920,1,cup, 26.10006332397461
24266017142,20191119-104918,5,paintbrush, 13.7425035238266
24268729963,20191119-124159,2,paintbrush, 43.365973234176636
24846003653,20191119-102904,1,web_site, 10.53595319390297
25043913521,20191119-101718,1,jean, 58.72426629066467
251939817,20191119-115700,3,soap_dispenser, 13.672403991222382
2865660793,20191119-100621,6,miniskirt, 84.3341052532196
3200394764,20191119-094305,8,loupe, 48.26318025588989
3472450387,20191119-111147,6,tray, 28.087827563285828
4143341762,20191119-133903,1,parking_meter, 56.46594166755676
4207305053,20191119-132535,2,chocolate_sauce, 65.29832482337952
421413313,20191119-110136,2,necklace, 24.81226474046707
4355927572,20191119-085834,26,beer_glass, 21.08040302991867
457079335,20191119-140056,1,beer_bottle, 56.19939565658569
4607204235,20191119-083542,5,espresso, 41.63635969161987
4840083728,20191119-095423,1,water_bottle, 18.879137933254242
4932888586,20191119-134808,8,comic_book, 36.44082546234131
5887898775,20191119-093058,3,goblet, 31.682580709457397
633067014,20191119-084748,1,coffee_mug, 39.08303081989288
6343645172,20191119-123042,3,plunger, 19.526001811027527
6839163520,20191119-114535,2,envelope, 81.31023645401001
8599214443,20191119-125307,1,hatchet, 27.732834219932556
9158752742,20191119-092003,2,purse, 99.18015599250793
1133240364,20191119-102836,1,ice_cream, 83.82301926612854
1493343116,20191119-095353,6,kimono, 9.88868698477745
15915205742,20191119-103912,3,confectionery, 95.43944597244263
16339417913,20191119-093043,3,Band_Aid, 8.495046198368073
1677128122,20191119-114446,3,pitcher, 8.999879658222198
1778134492,20191119-111129,4,cardigan, 31.922823190689087
1793981908,20191119-085816,5,triumphal_arch, 76.46665573120117
189328867,20191119-120728,3,candle, 35.335856676101685
2051601801,20191119-140052,3,consomme, 85.76303124427795
2060822913,20191119-123038,3,sandal, 18.464277684688568
226860595,20191119-130513,7,pick, 19.93158608675003
23859638631,20191119-092000,3,tray, 18.024620413780212
24979134710,20191119-104846,1,cup, 49.523186683654785
25380001,20191119-082539,10,comic_book, 68.27303767204285
259453687,20191119-084746,3,water_jug, 9.433289617300034
291482587,20191119-101716,5,wall_clock, 20.034663379192352
3011752438,20191119-112420,1,bagel, 86.96152567863464
3543253707,20191119-091049,1,nipple, 15.549220144748688
4005690098,20191119-100519,1,web_site, 91.95955991744995
4133767546,20191119-110135,9,web_site, 49.84478950500488
5053366859,20191119-132531,6,sombrero, 18.87921392917633
51046887,20191119-133848,2,abaya, 27.428442239761353
5352822041,20191119-122024,2,web_site, 30.483826994895935
542522884,20191119-083530,5,stole, 9.31486040353775
5428399639,20191119-094255,5,ice_cream, 13.338238000869751
6046695905,20191119-125248,1,bucket, 21.240806579589844
6268207929,20191119-113547,5,restaurant, 31.141671538352966
7268654915,20191119-131615,1,sunglasses, 42.06908345222473
8904068400,20191119-124152,2,water_jug, 37.632039189338684
8979406416,20191119-115652,1,tray, 24.301442503929138
9478728061,20191119-134804,2,comic_book, 36.44082546234131
1094810335,20191119-103844,14,packet, 14.31499719619751
12320464418,20191119-091954,26,confectionery, 28.849878907203674
12834716261,20191119-083519,1,book_jacket, 18.904457986354828
13030405454,20191119-114405,2,rugby_ball, 34.57219898700714
1494110231,20191119-134751,12,stole, 22.55343645811081
15161255753,20191119-131609,13,motor_scooter, 18.122126162052155
1601547093,20191119-110135,5,eggnog, 38.18691968917847
1637748,20191119-130505,2,toyshop, 11.77205741405487
1689167167,20191119-111128,1,ice_lolly, 53.96789908409119
1758460985,20191119-122023,3,miniskirt, 17.004770040512085
17621260668,20191119-095341,1,ice_cream, 87.64644265174866
18286764695,20191119-101701,4,toilet_seat, 23.37758094072342
1966932515,20191119-102831,2,chocolate_sauce, 94.91196274757385
203143082,20191119-112420,1,bib, 33.30544829368591
2955784362,20191119-085815,2,trifle, 55.032652616500854
3090829717,20191119-100340,4,vault, 17.578013241291046
4234230886,20191119-120713,7,candle, 22.328418493270874
4363768867,20191119-133839,4,pencil_sharpener, 43.705299496650696
4478379024,20191119-123021,2,soap_dispenser, 40.86351692676544
5371063409,20191119-132530,4,kimono, 17.223455011844635
5708032068,20191119-115631,9,patio, 12.974219024181366
5945447177,20191119-082533,3,mashed_potato, 33.21179151535034
5977668470,20191119-091045,2,cinema, 86.27419471740723
6957216669,20191119-104821,2,espresso, 29.391661286354065
7222655653,20191119-084735,6,groom, 57.195502519607544
7265785994,20191119-124137,2,groom, 24.292346835136414
7385020804,20191119-094159,6,bookshop, 83.43714475631714
8077301515,20191119-093027,1,cup, 28.91719341278076
8425885903,20191119-113516,1,web_site, 50.57538151741028
9037230132,20191119-125229,1,purse, 47.10705280303955
9360626577,20191119-140034,24,book_jacket, 39.03937339782715
16821552543,20191119-082517,8,mitten, 18.572422862052917
1714800876,20191119-122022,3,miniskirt, 49.884068965911865
1829012973,20191119-103839,4,toilet_tissue, 9.195032715797424
18607159175,20191119-120711,2,bath_towel, 10.01364290714264
21969335874,20191119-095338,1,eggnog, 8.768237382173538
2208847365,20191119-101658,7,abaya, 24.302439391613007
2216067444,20191119-123010,3,water_bottle, 29.45154309272766
22594126876,20191119-125159,1,packet, 87.82488703727722
23703817167,20191119-133828,4,cup, 43.15953552722931
24419324283,20191119-113509,1,combination_lock, 92.98696517944336
27059800,20191119-110120,10,restaurant, 49.37372803688049
284076965,20191119-134746,3,bucket, 27.448996901512146
3123239831,20191119-131606,18,hoopskirt, 13.077491521835327
3229319366,20191119-091954,1,espresso, 90.75959324836731
3250028182,20191119-092953,3,trifle, 58.53660702705383
3696840145,20191119-115531,45,beaker, 13.205733895301819
3989586248,20191119-100335,3,plate, 59.29619073867798
4049213366,20191119-130457,7,binoculars, 24.83067363500595
4063007141,20191119-124125,1,water_bottle, 67.51841306686401
4108342873,20191119-104803,7,web_site, 76.94833278656006
4215127049,20191119-085735,3,trifle, 58.821165561676025
450241921,20191119-090953,17,eggnog, 55.700087547302246
5455110346,20191119-114347,5,teapot, 28.4066379070282
570394271,20191119-094131,1,coffee_mug, 30.99650740623474
5864831671,20191119-111127,1,measuring_cup, 31.692108511924744
6955883500,20191119-132529,4,eggnog, 92.05875992774963
7198894190,20191119-102824,6,coffee_mug, 27.501335740089417
777821651,20191119-112357,7,restaurant, 69.61202025413513
8251881892,20191119-084643,6,dining_table, 20.112866163253784
9185883110,20191119-140021,4,bucket, 68.20710897445679
9424698168,20191119-083506,2,binder, 41.18255376815796
10484209902,20191119-100240,1,Great_Dane, 19.890503585338593
10870215235,20191119-122003,2,desk, 22.28091061115265
11525162078,20191119-090940,3,Christmas_stocking, 98.8900899887085
12542853449,20191119-082514,13,milk_can, 22.97613173723221
1435042854,20191119-084634,4,pencil_box, 21.177923679351807
1453192413,20191119-083506,5,wig, 96.94193005561829
1593911118,20191119-131605,4,abaya, 29.50281798839569
1708752578,20191119-095338,2,knee_pad, 33.916765451431274
184266469,20191119-140010,1,seat_belt, 24.194476008415222
18607159175,20191119-113508,1,Christmas_stocking, 84.04362201690674
19451982151,20191119-101656,3,coffee_mug, 61.755019426345825
20185654194,20191119-122958,2,ice_cream, 66.80973172187805
2265091785,20191119-104756,1,beer_glass, 98.49462509155273
2282374375,20191119-091925,1,kimono, 18.077881634235382
2379628483,20191119-133814,2,pajama, 22.630377113819122
24727286561,20191119-103837,1,candle, 20.299190282821655
24979919,20191119-125133,8,ice_cream, 43.14917027950287
2691817416,20191119-120709,1,bucket, 14.529715478420258
3401521122,20191119-092912,11,trifle, 76.70667171478271
4352535,20191119-114329,3,cellular_telephone, 42.55400598049164
4453620519,20191119-085723,9,fur_coat, 9.697143733501434
4477814575,20191119-134725,8,stole, 53.84560823440552
5398326110,20191119-130456,43,torch, 27.986901998519897
5487799367,20191119-132504,2,water_bottle, 64.00187611579895
5656591200,20191119-115527,46,trifle, 96.59249186515808
5664122528,20191119-124123,6,sliding_door, 15.612934529781342
6004065105,20191119-111123,18,packet, 34.206604957580566
6718342866,20191119-112344,7,trifle, 95.24424076080322
7882300018,20191119-110049,1,water_jug, 33.46489667892456
8101669626,20191119-094127,5,bakery, 16.37471467256546
9841404703,20191119-102807,1,cup, 18.567398190498352
10615314788,20191119-092857,9,cocktail_shaker, 13.885354995727539
1169986508,20191119-125130,4,packet, 52.62179970741272
12056489896,20191119-111115,2,ice_cream, 41.4692223072052
1375170450,20191119-094116,4,carton, 28.08927595615387
1379403041,20191119-082414,1,chest, 36.497506499290466
1396166950,20191119-103829,3,American_lobster, 15.924321115016937
1427259582,20191119-091906,1,coffee_mug, 42.42798686027527
1528915082,20191119-090940,2,restaurant, 99.53354001045227
1529136726,20191119-110047,1,letter_opener, 86.23022437095642
1551939254,20191119-132430,6,streetcar, 29.275187849998474
201485521,20191119-134715,3,pug, 73.15524816513062
2250476425,20191119-084623,1,trifle, 42.421773076057434
2263864201,20191119-122957,11,ice_cream, 82.20518231391907
2602716882,20191119-085651,1,face_powder, 12.342612445354462
3241142882,20191119-133803,7,bagel, 32.14809596538544
3424686066,20191119-100143,14,restaurant, 22.982344031333923
4063007141,20191119-124119,1,paper_towel, 69.51690912246704
4171354331,20191119-113453,1,packet, 65.62519073486328
513036157,20191119-120644,3,espresso, 93.93736720085144
5482937569,20191119-101651,1,envelope, 33.212268352508545
5540420197,20191119-115521,1,cup, 27.05615758895874
611580645,20191119-114321,37,overskirt, 18.895910680294037
6213459720,20191119-102749,27,cowboy_boot, 9.099766612052917
6855243078,20191119-121955,4,cup, 87.51574158668518
7271814958,20191119-104742,2,ice_cream, 41.97641909122467
8240367053,20191119-112324,5,kimono, 47.347959876060486
8294842293,20191119-083502,2,cup, 42.34425127506256
8986087274,20191119-135937,3,candle, 26.4041006565094
9175783479,20191119-095323,2,cup, 33.93230438232422
9421924,20191119-130454,2,power_drill, 31.14558756351471
9721700838,20191119-131547,3,bucket, 37.70790696144104
10653998152,20191119-135934,2,toyshop, 91.28801226615906
10891963,20191119-125120,2,soup_bowl, 42.450639605522156
11407010324,20191119-134711,4,Christmas_stocking, 26.71659290790558
11879814377,20191119-084555,2,Siberian_husky, 52.29033827781677
1334789790,20191119-100131,11,espresso, 43.905723094940186
16168970,20191119-133753,1,bagel, 20.045094192028046
210218467,20191119-110044,2,espresso, 38.12981843948364
22626004034,20191119-111113,3,trifle, 66.14610552787781
23186418044,20191119-131521,10,candle, 30.881717801094055
24308919410,20191119-122951,9,paper_towel, 65.43738842010498
24417284624,20191119-085641,2,spider_web, 34.042927622795105
24977965774,20191119-114316,3,ice_cream, 64.27645087242126
2524325,20191119-120642,3,trifle, 81.86824321746826
2526720181,20191119-104734,4,carton, 47.6495236158371
3079017085,20191119-083455,1,gar, 12.178903073072433
3127278256,20191119-082341,3,plate, 52.3015558719635
33005751,20191119-101651,3,coffee_mug, 53.62468957901001
3494311721,20191119-115504,16,ice_cream, 61.97972893714905
3615950973,20191119-113446,3,water_bottle, 42.16375946998596
4129672496,20191119-092845,5,chocolate_sauce, 53.06283235549927
4269794823,20191119-095321,3,plate, 26.277965307235718
4795604141,20191119-103828,3,ice_cream, 68.86526942253113
5420380135,20191119-132424,3,cup, 47.942668199539185
6086656087,20191119-094054,6,plate, 56.40609860420227
6108225071,20191119-130449,1,wallet, 6.117963418364525
612609247,20191119-090924,6,drum, 45.02530097961426
6855243078,20191119-121947,4,coffee_mug, 82.58323669433594
7008587055,20191119-124116,5,flute, 28.23106348514557
8124076871,20191119-112317,4,cup, 74.248206615448
8440770176,20191119-102731,10,pillow, 24.179568886756897
8902918365,20191119-091842,1,cup, 28.13718318939209
10967221395,20191119-095721,3,Pekinese, 40.944212675094604
12191099969,20191119-110449,4,web_site, 85.84805727005005
1269019682,20191119-093604,1,plate, 25.64215362071991
1298664120,20191119-083020,1,carton, 96.11121416091919
1317153811,20191119-094705,1,obelisk, 14.950023591518402
1424183438,20191119-120022,1,fountain, 12.850351631641388
1816402183,20191119-114950,2,syringe, 10.937449336051941
1822248115,20191119-131853,1,toyshop, 20.47063410282135
18867799498,20191119-104249,2,bucket, 32.560890913009644
1909106845,20191119-124513,1,bagel, 57.36754536628723
19306545173,20191119-140345,2,bucket, 65.21891951560974
2154734721,20191119-112718,2,stole, 22.606323659420013
218446108,20191119-084109,1,tobacco_shop, 38.926103711128235
22118479065,20191119-130753,1,web_site, 92.73797273635864
2307708323,20191119-111610,1,envelope, 82.36668109893799
23204104068,20191119-090322,1,eggnog, 43.06893050670624
2865660793,20191119-100920,1,miniskirt, 84.91783738136292
3035983990,20191119-122316,1,eggnog, 20.62520980834961
3140040261,20191119-135226,1,trifle, 83.01069736480713
3658774460,20191119-125627,1,altar, 64.91400003433228
3880914689,20191119-092431,2,wig, 50.05020499229431
4340512288,20191119-134112,5,envelope, 47.06626832485199
4747253561,20191119-113808,4,desktop_computer, 42.19856560230255
5577684923,20191119-102022,1,banana, 90.2493417263031
5578262480,20191119-132818,2,whiskey_jug, 17.025698721408844
5765683072,20191119-123338,2,espresso, 70.07979154586792
6003053402,20191119-085150,3,ice_cream, 37.957993149757385
7346511385,20191119-091338,15,envelope, 20.524418354034424
8045188960,20191119-103049,1,toy_poodle, 16.388942301273346
8270591686,20191119-121209,1,fountain, 11.531893163919449
8540213003,20191119-105254,1,muzzle, 40.37890136241913
1492082003,20191119-091840,3,jackfruit, 8.131380379199982
1519783979,20191119-100048,5,consomme, 36.33696138858795
1633012589,20191119-082323,1,packet, 31.347066164016724
1900523973,20191119-101637,2,envelope, 31.56214952468872
2121833144,20191119-134646,2,confectionery, 19.167698919773102
23107511235,20191119-122943,4,bannister, 36.16533279418945
24077258656,20191119-111103,4,toilet_seat, 17.0451819896698
24614600488,20191119-114252,12,American_Staffordshire_terrier, 64.23861980438232
3459964785,20191119-125120,15,cup, 26.775386929512024
3472450387,20191119-110043,3,measuring_cup, 39.8779422044754
3552578659,20191119-131509,3,candle, 49.14245903491974
3898160274,20191119-090849,2,cup, 50.313401222229004
4113408949,20191119-120640,3,eggnog, 38.015782833099365
4116517253,20191119-084534,1,menu, 96.55260443687439
4235867715,20191119-102731,9,cellular_telephone, 39.21525180339813
4242043202,20191119-085542,2,water_bottle, 67.09725856781006
438930758,20191119-083434,4,liner, 71.25617265701294
5938804531,20191119-135927,7,Pomeranian, 66.70892238616943
6370195193,20191119-115458,6,beer_bottle, 55.06563186645508
6649841602,20191119-133732,1,web_site, 58.16252827644348
6855243078,20191119-121942,4,apron, 39.76519703865051
701892052,20191119-113445,7,bakery, 25.65627694129944
7031481955,20191119-103827,1,pot, 31.29463493824005
7093995,20191119-132353,8,shoe_shop, 90.24078845977783
7215576958,20191119-094010,6,trifle, 58.2406222820282
7618664309,20191119-130423,4,orange, 57.562512159347534
8067252,20191119-124104,3,cup, 41.586774587631226
8512649207,20191119-112311,10,sunglasses, 34.21752154827118
8940701200,20191119-104731,4,rubber_eraser, 20.785149931907654
9175783479,20191119-095305,3,pill_bottle, 49.396100640296936
9971535116,20191119-092841,16,desk, 15.466515719890594
1017080,20191119-101635,4,barbershop, 76.963210105896
1032042817,20191119-090849,1,bannister, 28.296026587486267
1098418151,20191119-120555,9,bow_tie, 13.116447627544403
13621246182,20191119-082322,1,coffee_mug, 40.1530921459198
1609344611,20191119-092827,4,bow_tie, 25.76715350151062
1764454697,20191119-103823,5,bikini, 18.128354847431183
1934492441,20191119-134637,5,web_site, 18.414698541164398
19592599153,20191119-083430,1,ice_cream, 19.650249183177948
2158513587,20191119-111057,1,coffee_mug, 32.02800154685974
220086575,20191119-104719,6,lighter, 74.25116896629333
23053409006,20191119-133725,9,feather_boa, 30.152779817581177
24079033988,20191119-131444,4,wallet, 52.42663025856018
29471851,20191119-100021,1,throne, 81.67554140090942
313159042,20191119-121937,4,altar, 69.74824666976929
3417572416,20191119-093943,5,ice_cream, 78.75943779945374
3615950973,20191119-113419,1,cup, 63.13692927360535
4072490273,20191119-130415,2,confectionery, 32.02857971191406
4252726548,20191119-135917,4,bucket, 38.034796714782715
4351591553,20191119-114249,2,restaurant, 93.08423399925232
4921786274,20191119-122943,3,chocolate_sauce, 69.61543560028076
5598625109,20191119-085529,20,restaurant, 82.74357318878174
606707862,20191119-112254,3,eggnog, 26.82344913482666
6150028880,20191119-132311,6,American_Staffordshire_terrier, 83.09003710746765
6318390382,20191119-102728,4,ice_cream, 81.69984221458435
7272829008,20191119-115455,1,packet, 41.440969705581665
732384005,20191119-125102,2,pot, 36.00458204746246
7697780179,20191119-110042,2,carton, 22.26356416940689
8068287385,20191119-095257,2,lighter, 27.22969949245453
8517485111,20191119-124101,3,bucket, 33.796921372413635
8969709879,20191119-091822,2,groom, 53.50655913352966
9976909,20191119-084508,8,pencil_box, 32.99335837364197
10171174558,20191119-111036,20,notebook, 29.2997807264328
11683792,20191119-092818,9,espresso, 38.68376314640045
12612503676,20191119-131430,2,ice_cream, 61.728084087371826
1283331626,20191119-095930,16,Christmas_stocking, 15.729717910289764
13851448553,20191119-110031,1,ice_cream, 79.9814522266388
1441494875,20191119-101601,1,ice_cream, 73.34326505661011
1479145372,20191119-121935,2,bucket, 32.22041726112366
15229243995,20191119-130410,3,coffee_mug, 43.38669180870056
1581976721,20191119-120542,2,ice_cream, 78.57628464698792
16009774326,20191119-135914,1,measuring_cup, 99.07399415969849
1647289074,20191119-132309,1,ice_cream, 85.93575954437256
18607159175,20191119-115448,1,tray, 55.71545958518982
1900523973,20191119-082307,3,binoculars, 46.33336663246155
2060822913,20191119-122927,1,sunglasses, 9.931634366512299
2341966234,20191119-090837,10,crossword_puzzle, 31.909042596817017
2367932446,20191119-112217,1,Christmas_stocking, 87.11966872215271
24308919410,20191119-125057,6,bucket, 19.382528960704803
24611695351,20191119-084504,1,mountain_bike, 36.090683937072754
260611991,20191119-134627,1,cup, 22.68975079059601
299959723,20191119-093903,2,water_jug, 15.848638117313385
30668328,20191119-091802,6,wok, 8.173470199108124
3657058631,20191119-114232,2,spaghetti_squash, 89.32033777236938
409381846,20191119-113344,3,paper_towel, 17.525628209114075
4282380421,20191119-095249,3,dining_table, 33.12060236930847
4284544544,20191119-083402,2,Brabancon_griffon, 98.59527349472046
5397536642,20191119-133724,3,ice_cream, 43.51286590099335
5982865105,20191119-102726,1,grocery_store, 13.20146769285202
6030641769,20191119-124100,39,cup, 29.677772521972656
6374822007,20191119-085522,2,traffic_light, 9.46066528558731
8311456914,20191119-104700,3,coffee_mug, 14.994283020496368
9759838268,20191119-103823,2,puck, 41.52011573314667
1120724342,20191119-111030,1,coffee_mug, 37.22931444644928
1238115284,20191119-083341,2,lampshade, 13.698054850101471
1266279475,20191119-121844,2,wallet, 39.810314774513245
1419493728,20191119-103748,9,binoculars, 25.357937812805176
15162891570,20191119-114226,2,comic_book, 8.280106633901596
15777139,20191119-131425,8,cinema, 41.57162308692932
1580221893,20191119-110002,2,mousetrap, 13.739007711410522
19126380078,20191119-134607,2,sax, 50.194936990737915
